ORDER_NUMBER,COMMUNITY_ID,SUPPLIER_ID,SUPPLIER_TYPE,PRODUCT_CODE,PRODUCT_TYPE,LOCALISED_SUBTOTAL
PU121197,41,2118,PREMIUM,TAPE9910,ROUNDTRIP,127.92
PU121197,41,2118,PREMIUM,LABL931222,ROUNDTRIP,109.38
PU121198,41,L12729,LITE,CSU273030,MANUAL,727.27
PU121199,41,2118,PREMIUM,WATE0050,ROUNDTRIP,430.6
PU121199,41,2118,PREMIUM,JUIC6520,ROUNDTRIP,135.24
PU121199,41,2118,PREMIUM,JUIC6521,ROUNDTRIP,132.84
PU121199,41,2118,PREMIUM,CONF8921,ROUNDTRIP,117.25
121701,11,14,PREMIUM,PS-05305,ROUNDTRIP,148.29
121701,11,14,PREMIUM,GC-013647,ROUNDTRIP,171.08
121701,11,14,PREMIUM,AN-48080,ROUNDTRIP,81.82
121701,11,14,PREMIUM,ULT-5964,ROUNDTRIP,69.88
121701,11,14,PREMIUM,CG-1223071,ROUNDTRIP,8.53
121701,11,14,PREMIUM,DP-35702,ROUNDTRIP,4.28
121701,11,14,PREMIUM,KY-281511,ROUNDTRIP,161.59
121701,11,14,PREMIUM,TM-71485,ROUNDTRIP,311.14
121701,11,14,PREMIUM,KY-282250,ROUNDTRIP,86.86
121701,11,14,PREMIUM,OZ-6201,ROUNDTRIP,42.18
121701,11,14,PREMIUM,C1-ECONONAP,ROUNDTRIP,76.19
121701,11,14,PREMIUM,HSD-9797265,ROUNDTRIP,22.28
121701,11,14,PREMIUM,JJ-M53407N,ROUNDTRIP,56.52
121701,11,14,PREMIUM,WC-020066,ROUNDTRIP,56.52
121701,11,14,PREMIUM,HSD-9796095,ROUNDTRIP,239.25
121701,11,14,PREMIUM,HSD-9796094,ROUNDTRIP,47.85
121701,11,14,PREMIUM,HSD-9770363,ROUNDTRIP,79.75
121701,11,14,PREMIUM,AN-4654,ROUNDTRIP,50
121701,11,14,PREMIUM,HS-988-2733,ROUNDTRIP,5.4
121701,11,14,PREMIUM,HS-9009061,ROUNDTRIP,65.36
121701,11,14,PREMIUM,HS-9882876,ROUNDTRIP,20.1
121701,11,14,PREMIUM,EC-22480520,ROUNDTRIP,22.14
121701,11,14,PREMIUM,WC-190328,ROUNDTRIP,117
121701,11,14,PREMIUM,MB-291543,ROUNDTRIP,20.16
121701,11,14,PREMIUM,SP-4062,ROUNDTRIP,45.82
121701,11,14,PREMIUM,SP-4090-100,ROUNDTRIP,95.27
121701,11,14,PREMIUM,DP-35702,ROUNDTRIP,8.56
121701,11,14,PREMIUM,GC-900749,ROUNDTRIP,725.94
121701,11,14,PREMIUM,HS-900-1878,ROUNDTRIP,33.35
121701,11,14,PREMIUM,CW-H04642,ROUNDTRIP,27.56
121701,11,14,PREMIUM,SD-8100117,ROUNDTRIP,37.6
121701,11,14,PREMIUM,TM-5915A1B,ROUNDTRIP,96.98
121701,11,14,PREMIUM,TM-5915A3B,ROUNDTRIP,192.44
121701,11,14,PREMIUM,TM-5915A35B,ROUNDTRIP,95.96
121701,11,14,PREMIUM,RO-240000,ROUNDTRIP,17.87
121701,11,14,PREMIUM,SD-8605003,ROUNDTRIP,188.03
121701,11,14,PREMIUM,KY-281611,ROUNDTRIP,66.52
121701,11,14,PREMIUM,DU-CDS110P6155,ROUNDTRIP,71.66
121701,11,14,PREMIUM,DU-CCS555C61,ROUNDTRIP,59.31
121701,11,14,PREMIUM,S1204010,ROUNDTRIP,15.18
121701,11,14,PREMIUM,S1204012,ROUNDTRIP,15.18
121701,11,14,PREMIUM,S1204014,ROUNDTRIP,15.18
121701,11,14,PREMIUM,S1204016,ROUNDTRIP,15.18
121701,11,14,PREMIUM,HS-5701736,ROUNDTRIP,9.96
121701,11,14,PREMIUM,HS-5701735,ROUNDTRIP,9.96
121701,11,14,PREMIUM,HS-K25010,ROUNDTRIP,17.3
121701,11,14,PREMIUM,HS-K25020,ROUNDTRIP,17.3
121701,11,14,PREMIUM,HS-5701253,ROUNDTRIP,9.99
121701,11,14,PREMIUM,TM-2381M,ROUNDTRIP,50.86
121701,11,14,PREMIUM,TM-2382M,ROUNDTRIP,50.86
121701,11,14,PREMIUM,HS-0200,ROUNDTRIP,17.16
121701,11,14,PREMIUM,HS-0500,ROUNDTRIP,167.49
121701,11,14,PREMIUM,HS-1000,ROUNDTRIP,34.32
121701,11,14,PREMIUM,HS-2000,ROUNDTRIP,41.87
121701,11,14,PREMIUM,SCT-9VALCLASS6,ROUNDTRIP,55.8
121701,11,14,PREMIUM,S-3403,ROUNDTRIP,41.67
121701,11,14,PREMIUM,OZ-6201,ROUNDTRIP,42.18
121701,11,14,PREMIUM,HS-0200005,ROUNDTRIP,53.64
121701,11,14,PREMIUM,HS-0200020,ROUNDTRIP,12
121701,11,14,PREMIUM,AIR-73248-2,ROUNDTRIP,90.11
121701,11,14,PREMIUM,AIR-73248-3,ROUNDTRIP,48.12
121701,11,14,PREMIUM,TM-9260P,ROUNDTRIP,19.26
121701,11,14,PREMIUM,M-NEEDLE27L,ROUNDTRIP,14.65
121702,11,13,PREMIUM,A241W00000103,COMMUNITY,77.97
121702,11,13,PREMIUM,624045,COMMUNITY,158.75
121702,11,13,PREMIUM,A0410225G0203,COMMUNITY,113.71
121702,11,13,PREMIUM,A0410225G0103,COMMUNITY,113.71
121702,11,13,PREMIUM,A091302202500,COMMUNITY,89.08
121703,11,14,PREMIUM,KY-282270,COMMUNITY,170.85
121709,11,14,PREMIUM,HS-9882876,COMMUNITY,13.4
121709,11,14,PREMIUM,HS-9884945,COMMUNITY,249.48
121709,11,14,PREMIUM,EC-22480520,COMMUNITY,33.2
121709,11,14,PREMIUM,ZH-A71027,COMMUNITY,65.83
121709,11,14,PREMIUM,SCT-9TETHULTRAT,COMMUNITY,101.48
121709,11,14,PREMIUM,KV-0.411.9911,COMMUNITY,44.03
121709,11,14,PREMIUM,HS-T21323,COMMUNITY,21.08
121709,11,14,PREMIUM,CG-1224250,COMMUNITY,177.72
121709,11,14,PREMIUM,SCT-9VALCLASS6,COMMUNITY,111.6
121709,11,14,PREMIUM,JJ-M53407N,COMMUNITY,70.67
121709,11,14,PREMIUM,HS-0200005,COMMUNITY,134.09
121709,11,14,PREMIUM,HS-9006158,COMMUNITY,74.2
121709,11,14,PREMIUM,HS-9006156,COMMUNITY,14.82
121709,11,14,PREMIUM,HSD-9792227,COMMUNITY,32.36
121709,11,14,PREMIUM,DEH-9796221,COMMUNITY,35.63
121709,11,14,PREMIUM,AN-48065,COMMUNITY,81.82
121709,11,14,PREMIUM,AN-48070,COMMUNITY,81.82
121709,11,14,PREMIUM,M-NEEDLE27S,COMMUNITY,29.3
121709,11,14,PREMIUM,HS-988-2733,COMMUNITY,108
121709,11,14,PREMIUM,AN-4654,COMMUNITY,150
121709,11,14,PREMIUM,HSD-9796094,COMMUNITY,79.75
121709,11,14,PREMIUM,AN-4655,COMMUNITY,50
121709,11,14,PREMIUM,HSD-9793784,COMMUNITY,38.73
121709,11,14,PREMIUM,WC-190328,COMMUNITY,70.2
121710,11,16,PREMIUM,GMILK,COMMUNITY,50.37
121710,11,16,PREMIUM,GGZYME3,COMMUNITY,89.56
121710,11,16,PREMIUM,DL0858,COMMUNITY,79
121707,11,21,PREMIUM,BXAHF-7126X,COMMUNITY,26.27
121708,11,13,PREMIUM,801299,COMMUNITY,233.56
121708,11,13,PREMIUM,66312020AU,COMMUNITY,127.84
121708,11,13,PREMIUM,6610310,COMMUNITY,153.16
121704,11,35,PREMIUM,PAC-8002CD,COMMUNITY,250
121704,11,35,PREMIUM,WH-04363600,COMMUNITY,220
121706,11,37,PREMIUM,EPLDFC016,COMMUNITY,80.02
121713,11,22,PREMIUM,84414,COMMUNITY,72
121713,11,22,PREMIUM,84268,COMMUNITY,76.8
121713,11,22,PREMIUM,84275,COMMUNITY,19.45
121713,11,22,PREMIUM,84276,COMMUNITY,38.9
121713,11,22,PREMIUM,84643,COMMUNITY,41.7
121713,11,22,PREMIUM,84645,COMMUNITY,20.85
121713,11,22,PREMIUM,84644,COMMUNITY,41.7
121714,11,46,PREMIUM,TY8881-444015,COMMUNITY,262.92
121711,11,3,PREMIUM,86512953,COMMUNITY,41.42
121705,11,13,PREMIUM,60501100,COMMUNITY,135.24
121705,11,13,PREMIUM,801122,COMMUNITY,69.96
121712,11,22,PREMIUM,3820,COMMUNITY,42.2
121712,11,22,PREMIUM,873170,COMMUNITY,22
121712,11,22,PREMIUM,PIPRP902A/CE,COMMUNITY,465.75
121712,11,22,PREMIUM,1112,COMMUNITY,137.4
121715,11,18,PREMIUM,DMS-MW2,COMMUNITY,24.95
121715,11,18,PREMIUM,DMS-MW4,COMMUNITY,29.95
121716,11,35,PREMIUM,STE-CD-BROWNS,COMMUNITY,509.08
226709,113,2118,PREMIUM,MILK2510,ROUNDTRIP,148.64
226709,113,2118,PREMIUM,MILK2520,ROUNDTRIP,111.48
226710,113,2134,REGISTERED,UTAS255631,RETROFIT_RELEASE_ORDER,86.07
226711,113,3484,REGISTERED,UTAS254828,RETROFIT_RELEASE_ORDER,387.3
226711,113,3484,REGISTERED,UTAS254829,RETROFIT_RELEASE_ORDER,109.02
226711,113,3484,REGISTERED,UTAS254830,RETROFIT_RELEASE_ORDER,30
226712,113,4197,PREMIUM,5363-5748,RETROFIT_RELEASE_ORDER,23.95
226712,113,4197,PREMIUM,5363-4444,RETROFIT_RELEASE_ORDER,35.41
121717,11,13,PREMIUM,60667341,COMMUNITY,121.1
121717,11,13,PREMIUM,BSTW1GG621015,COMMUNITY,170.93
121717,11,13,PREMIUM,A0753221G0P03,COMMUNITY,153.84
121717,11,13,PREMIUM,60620118,COMMUNITY,331.94
121717,11,13,PREMIUM,60603050,COMMUNITY,208.57
121717,11,13,PREMIUM,659730V,COMMUNITY,68.11
121717,11,13,PREMIUM,659790V,COMMUNITY,57.02
121717,11,13,PREMIUM,659800V,COMMUNITY,57.02
121717,11,13,PREMIUM,62455101,COMMUNITY,54.21
121717,11,13,PREMIUM,FCE6,COMMUNITY,71.18
121717,11,13,PREMIUM,62455102,COMMUNITY,54.21
121717,11,13,PREMIUM,62455100,COMMUNITY,54.21
121717,11,13,PREMIUM,A0753225G0P03,COMMUNITY,76.92
121717,11,13,PREMIUM,BSTW1GG625015,COMMUNITY,170.93
121717,11,13,PREMIUM,62455001,COMMUNITY,54.21
226713,113,4197,PREMIUM,5363-5748,RETROFIT_RELEASE_ORDER,119.75
226713,113,4197,PREMIUM,WUSK,RETROFIT_RELEASE_ORDER,13.6
226714,113,1241,REGISTERED,UTAS253821,MANUAL,162868
121718,11,16,PREMIUM,SH8881-412012,COMMUNITY,47.87
121718,11,16,PREMIUM,3M1222-1N/1,COMMUNITY,17.4
121718,11,16,PREMIUM,HWTNTBLU,COMMUNITY,17.24
226715,113,4197,PREMIUM,FC,RETROFIT_RELEASE_ORDER,27.27
PU121200,41,L1218,LITE,50-092-SN-02L-0192,MANUAL,218
121719,11,14,PREMIUM,WD-RETBLANK040,ROUNDTRIP,79.22
121719,11,14,PREMIUM,W-EP7445,ROUNDTRIP,113.96
121719,11,14,PREMIUM,SD-4003303,ROUNDTRIP,230.78
121719,11,14,PREMIUM,HF-IMS1288,COMMUNITY,19.53
121719,11,14,PREMIUM,HF-IMS1286,COMMUNITY,19.53
121719,11,14,PREMIUM,HF-IMS1285,COMMUNITY,18.09
121719,11,14,PREMIUM,HF-IMS1287,COMMUNITY,18.09
121719,11,14,PREMIUM,HF-IMS1282,COMMUNITY,19.61
121719,11,14,PREMIUM,AE-BA215,COMMUNITY,35.93
121719,11,14,PREMIUM,TM-1983RA,COMMUNITY,38.78
121719,11,14,PREMIUM,HS-9002872S,COMMUNITY,974
121719,11,14,PREMIUM,HSD-9796095,COMMUNITY,159.5
121719,11,14,PREMIUM,ULT-5964,COMMUNITY,69.88
121719,11,14,PREMIUM,JJ-61392,COMMUNITY,15.19
121719,11,14,PREMIUM,DP-35704,COMMUNITY,26.12
121719,11,14,PREMIUM,RO-274007,ROUNDTRIP,98.74
121719,11,14,PREMIUM,MB-291543,COMMUNITY,20.16
121719,11,14,PREMIUM,RO-240000,COMMUNITY,17.87
